"jcs-JobTitle href","jcs-JobTitle","mosaic-provider-jobcards-1f1q1js","mosaic-provider-jobcards-1f1q1js 2","css-19eicqx","css-1f06pz4","css-zydy3i","css-zydy3i 2","css-zydy3i 3","css-zydy3i 4","css-zydy3i 5","css-zydy3i 6","css-zydy3i 7","css-zydy3i 8"
"https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BJMW_X9OCLkZ04_weh8WkR-IGNb1MhigwTP7XGwrJOF4wg4RYl2WOvTkTYJe6uJ1OxR7TL8vMeGtupoGPgURD5McyQhWdJEXpINTT2-S6MJB0bzW_CIwFiW3zfPBhi0HWLjn5dwEjya60CBZLAhBfbeR_M3gY0LbVb0xjvZ3MDH02Ofz-oOj31eVNWADoClRS5KbYFWu5z4cCRRwSlduryKZeD4i6z80uSyyUSs8lx5SIMr0jcFB-fa1TvQOCPBadFHx-Gw8dH02zlt-gwDa1BG1SHHH3RDs0Sg7FiDvM-0MUkrNB0YVYdhz0syUIkiia82Mff2gn4HoD7BlxrZysslOJXbI6WTMjPzSdDN_ZsomLXNETtZX0KHdzvqpCYHIvYhyXAzTqrdQoL32rOjTkf5IISdwI436XjpWKZY5yekdBgvwXjRr0c3jBNXVdIR5cxHl1zrc1aqaLZobYrO6RmhS1D1OcptT3awpdPIwIj-UxHvCB7KtqdoIKZyZ2ahHT5rkWqegN7TBclmJPuB2oNwwCG27yo6GGdCH9N07wCF8I8NFGfBYhxAuwQv81I_MPMhDCSZ9iwejC3Oc2AcOPk_mnJY6-iAo9LfZjOcDiDAEHFSS9rAyC5JQIAdXOosK2gPDXvOzYp9FoBAs-EXBg-0uCgO-ofYEYy32gKFgqY5OHtOr-W9wH9PukjiQJ6cd21ysG6Ub_43RKvcD1QvOnwuVLfN95xNIUPMl98T6zdWpGMgGb9th--oEs-YcV2x0y5wCUYsMTW027F0NqS_pKQ_18JJfyPM5dQcoye3oE-l48kyWEz7RqU&xkcb=SoCu6_M3mu0Zb1xNZZ0KbzkdCdPP&camk=UoKtGZLa3XIrw1IV3v5PIA%3D%3D&from=hp.jobsForYou&tk=1jjeu5lfrj3hb800&jsa=6122&vjs=3&mtk=1jjeu5kvujccl800","VP Product Marketing, Cloud Security (Hybrid)","","","CrowdStrike","Hybrid remote in Sunnyvale, CA","$300,000 - $340,000 a year","Full-time","Parental leave","Paid holidays","","","",""
"https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Dy5voDuRnb4HalNW_2CW5UgdPOEG5ggoghWdkAjlm7CZJuhWK2b2WMHntM1ewIseTzZzxamdHJmX_i4E2CnICZe_pbtkmRxpcw9Howz7D3f_wkE8WaFhvgwlsOVTj7yzdJDOZlhUMV7Zk5No4ygd36PNn31FIhUJmVXjyyrS31i7wo8DObMIYvNirOaJpuqrxUfwbadutSPNyOrfIe4hfuouS-XD_28KD_ZD4QcaOU11jc9G-fgdYT7qX76oo0DxuX8UCimUn1gehxQjiay1cOBeuljB1k8yq-ln4YbUzcDWJdB776Y3SVH89a_C5PYDPJXiro5mpRnhjkar9mRD5CaxzeDWPD98CKBQvNrSc902Jkl41Q-axP9VFnU9Z_zr_ccXcNzPvJFK5Wz6NocNrtJ8-kdCrV4N_Z2E19mxInhAvjtpItW1tiW_UOl3xaSUrmpzlkYLxnDds5_Cn7wlRr526HGXX2-4s55pOvlKsBgyboidbz2inAAH6v2As-p4wAHjrFlYE0PJKywNnexIK4mRZAWbqWlgRPilDQlviI4IPWGPTXbF28TZEEsKLUwS-MmPlUy0MQBuq-56Qbc5bnW056tYIooZkBaSOO0pMtrvPmc4IxbOcchATJNVwnCzODviZ7dbSMgEHoKUHyAcC7i3HLel4ga7bi0GA3xixo0D5Jp5dufFhdhHVXF9CChAi-hEID3Gi3hph-VoL6HMFKc86WmWx0IFnwGJGMDbnjQQ%3D%3D&xkcb=SoB96_M3mu0Zb1xNZZ0DbzkdCdPP&camk=UoKtGZLa3XLt1Qyhth7gZw%3D%3D&from=hp.jobsForYou&tk=1jjeu5lfrj3hb800&jsa=6122&vjs=3&mtk=1jjeu5kvujccl800","IT Support Representative","Easily apply","","DENPRO, Inc.","Sunnyvale, CA 94089","$75,000 - $87,000 a year","Full-time","401(k)","Health insurance","401(k) matching","Paid time off","Vision insurance","Dental insurance"
"https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CTYKyWn2IWxVaF-6ibjnjOuaaUJxortCLWN3VNZf63ePJFiNPY4xu3zXmEkXSc4kUhhQ5bzll-WvqMWG_feetAIXd9_2hbPZAAoSFtkxwerPOQO9o_aeJT8CeQpDrDHnA_SNWKqUMEp-yUoO4iy80mqYfzdCS4FZVln9uM1qNrhib93H5mRiNHyGA-DpqE0560EFxSqQUcW0tdadbtjVfh1hONJC4pVQnjtS6wB10bbkKNIhWY0HNA9PXuUD0kUzmE-cWXAntJ7v6KRyqx9ojPLe_S6i0gUu6AWXyZSU8F_bToNKVA2ewYJDIuvneZZ5295lJ_G-JaSxdqBQpg_G9HJ0rc7pKXG4c7UKR70ZumKACmANuMuMHlm4zPBHXqobr3gmrJs9SGyb1rbOeKOxTWBDzX-gSXIS-MRWEXlZeouc-1M1dbJP3ETxIFlicq_dtXLM7Uc7eQYZ3gU5S4aOWvrgeNtbelFUn5Prb2P7u9VdAJ_HkYdBFBRQKCTXplpUpXnxLTgCNkHn6_08pYTw80e1otvT0kASSb1Vofn6SBgoMqx11LXT0mvMseqFstQjqha7BkUMCOL1yC0nE49Ly8aovd6i8lNwbwdR9Oelg3dmt33QSB66b8_L-yEi4TqYR4CpHhfju2op8QD5f7uY1_JkBs9_K83zQJGfazAvPc9li-DdIVIU-uX35pbjSa8k3Rv4Rq1yyQlqwAGqDgkQwOwkBWLBJYCtrHgF3X4QG6q8FKGERGVzcH&xkcb=SoCH6_M3mu0Zb0RNZZ0PbzkdCdPP&camk=nUmJqO2E8rhgn8ZiBB5IWQ%3D%3D&from=hp.jobsForYou&tk=1jjeu5lfrj3hb800&jsa=6122&vjs=3&mtk=1jjeu5kvujccl800","Senior Technical Systems Analyst","Easily apply","","Institute on Aging","Hybrid remote in San Francisco, CA 94118","$120,000 - $138,000 a year","Full-time","Referral program","Professional development assistance","Parental leave","401(k)","Health insurance","Retirement plan"
"https://www.indeed.com/viewjob?jk=890abcdef0123456","Senior Technical Systems Analyst","Easily apply","","Institute on Aging","Hybrid remote in San Francisco, CA 94118","$120,000 - $138,000 a year","Full-time","Referral program","Professional development assistance","Parental leave","401(k)","Health insurance","Retirement plan"
"https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AOkxq5DG0JZlLsxK7uv8322l348_EQ8h4HEkahnNCfoeMWP_ECOoN01iXycOEEhGWQFs79UVU3iaPRWJpVA8fBP0I180LSPghiGU8_Sn7qBoSnxAigX8Q4Z1BbKOZm09oYNf_Izi1GAbJIC6075MKzuC1aNPoxHZ5k_-G21uEKlvfMF0B8A7SLTPoa8KVpSttUd03ryxWWHiH8AtaXw5dURXi7zf9h4bHq2SUT6ee4MiU2OPWa5VO4m_KEv9lRP0guGXxiuPZr3kyFayFfut6ax7ptBJXUd6edhfFUqHxAPh7UDPxcPTn1VJC7KcmB0vy-RAaUB7hI6yKNUFpemCu8v9LsHGzaMkYkkJgkcCam-HBija3b8YkBl2BOdG0XDyz2zHhMnm57OrEOJBLOR-n5LwmRFATco6o-QaNBjG1JW0-bjbeCbGXTAl793nnESA1CntG4XTjhIZzZlZlnRET4euD9vMvEHD8q9ghQuxqaT_-KPiJ08mDl9HrruikLqHWYFZEuMFPuR6HpL62jcR3PE9vG-AZ5YN77ZzQxxeZDT9n_jOX15451oN9yZwJ5Gej0LUz8rW3fIEpukhORaSSDwDkiqF8BsfC2_YBrC5gavTyfAboidkBVPtThod594mKAlcs4HTvAPgM6LC9y4Hs4eybhwv96kCpLj0uDYcD5Dvm_bowet9fnDrL1-EwhyF8Qhp48OvQOO1xfmZRP7dR11zK0BdJRwP_7HLzl5XNm9d1R-rRuaRC8RftIDaER4aTTjknMTO4Rrh83Gq6jMAGU&xkcb=SoDC6_M3mu0Zb0xNZZ0PbzkdCdPP&camk=4HOcmqOLYrDIIbdh9aWfvg%3D%3D&from=hp.jobsForYou&tk=1jjeu5lfrj3hb800&jsa=6122&vjs=3&mtk=1jjeu5kvujccl800","Solution Architect-Financial Analytics (Stratajazz)","Easily apply","New","LLoyd Staffing","Remote","$160,000 - $180,000 a year","Contract","","","","","",""
"https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Bcc8XogKCdlJSKgTk1DAcrDv8mDdN1aG7zUDXMBKwRrgYD6U-Co1l084mpbM3Mo57lpwzdlxuWHq7RNuQnUlTK-srVKatATMeV45RoNYfzl_8JhWO99ZXGWr_XOhaSmk_Xpfmetzmz9Fde73Fx6Oky8RL2GEQwBW-22NmBjh5_aA6og75yYhO3NIaHVrJ7Xxvp_Dx3c4-ORiYPveIFQ-m4prFqdumLgeLHFoEq2TRywEdVIh9gdgrIL_xvqppMP7KnS311ohS7VRVunK6C88sfR2hte-ql65VRnkZquxOw4eSr7RhB2oCry6DLLaP8kHitDuUnbT9EtTpOUWgOC36m0m6A8wFPlQrn1odaQ2SdlY9s36W-FyYGYaEE0TFMrzWIRQiNsLxxuUYYx5LBNChDIN9BbTVyHfKyt-iPBxEIFM1I1PQznq9cm3z-Bccmu2sRb8AOTutbxfucOji4Oi83ex6dQjG4ySFnxseoocKc7xb3PZzqeEsu0W8INIMjT_0E51rIgNovjlM3I9UJCFKmGdZOjnwQClaXeGINXjAVLCMSvSGKVEKXRhOQ7vnFNFX3p2vKffP7Yz-v-ba7wYQZFGLso8xvIgpgv7kPj78GkBK22dGgAD8Ju9tL5IapYBnLllA7ctRd0kGjTZ_6ALpm9kNFftlftnGoFobZrKb1wJD3O4BYq7hGSuNInr11RNP85M8-B2RXZlJIX_0ODjw8&xkcb=SoCl6_M3mu0Zb0xNZZ0HbzkdCdPP&camk=UoKtGZLa3XLQxVS8KG_bcw%3D%3D&from=hp.jobsForYou&tk=1jjeu5lfrj3hb800&jsa=6122&vjs=3&mtk=1jjeu5kvujccl800","Project Manager","Easily apply","","Hyve Solutions","Fremont, CA 94538","$93,783.21 - $125,000.00 a year","Full-time","Tuition reimbursement","Employee stock purchase plan","401(k)","Health insurance","Paid time off","Vision insurance"
"https://www.indeed.com/viewjob?jk=789abcdef0123456","QA Engineer - Product Verification & Validation","Easily apply","Often replies in 1 day","NitinX","Santa Clara, CA 95054","$110,000 - $140,000 a year","Full-time","Health insurance","Paid time off","Vision insurance","Dental insurance","Paid holidays",""
"https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CnM4TERr6XuVBW3VTRACvDXDx9S3Pbn6a0SwhkmoLTiNI2ch15tovdGqxScmrPYOhPaE5gxFy6o89bEYm51EbsmLN9R2kOx_Ph7OKsFSwRENYA-x7u0Zz85DDTi_Pn656Im0t4IpGuArsjqpp8jP-PVcHTwvrlpZKx8VC9tYN6gVIiOMl423o7CvNFeS8yv4PDXSn4aujNn0M3FFcRZ5ZH5IDN8c3nObEGh6OVlL3U4rEDvunIw42BZZdZIxrRqvtUWSZEKtnkOD0hZRoVWvub9o_2XHVUQHn41OS_xppQyIg7KpbEUKkYs1sW9rVW-p2zPEXM1ynZIeB9Mgyj0xCTXc6JNMJFgT66lSvJjbEqMJ1Rrg9GBCa8BJgZSaaogPCZqI6R4TO9slwkZI9mb7pNtw6f1rp5vNXEuakFddeK-tscDEiDUXzm14Mn4iplkFpHh6qv4uBd9SHJLbUqYhQZnVdiiXlQYerLuFq-6HwZxKJ3Vd3AbQ8RSlDO1Sst2ypTlzA5p8tUsx6YgOJ6Z2rWjLtwukVqiKfc2VYgW9Jeir1PogxSMj1JbRD5QjV7Y6JSDhYeCZ-95rmHKwLTZrsSAv6qTz9S8_vwwqZ6lwNeObXxg7b790KU8DqcUo1t3DbMdFsJoYWbjQIoIEzLPlNgN5MLwumFrDZ1SV6gmqRjxdIuCYNj6jnlzFfHLwPx_Fo6_Fq9-kLJYO1ngJVKVaNpNTkcrSRwMqM2EDCdLTpyJWL9iMNuwLG7voRX8_Lu7-aSAmeDHYRcLY5jmtoT8SkYniDf_lfbLMv1wZqEZP_3CXc12I4dzCes5TNc1sM-cPZlaO1JQntv1soNriVmgP5nA3BHHVZbgyCPi3Ab7aL0bnP62PAiljre0nxpI4MAdZdgbSDR-1H8yrBpUK-RcI8b-Yy7-ZTeWPXO7Uin1k241Q2TNPa5rBo8zEJBqoLKIxcmZZbphhHQrKKzOzIfKibj&xkcb=SoDd6_M3mu0UCS2BgJ0EbzkdCdPP&camk=UoKtGZLa3XKSf7t2hZoFOg%3D%3D&from=hp.jobsForYou&tk=1jjeu6ufvgop1801&jsa=8065&vjs=3&mtk=1jjeu5kvujccl800","Software Developer - AI Trainer","Multiple openings","","DataAnnotation","Sunnyvale, CA 94089","From $40 an hour","Contract","Flexible schedule","","","","",""
"https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CDmPs7xTpehUwbcj-SCKeGYkuXLkUyboKtU3ibJBYhEi1k8mkIBVNIelhybwcquMJVO5hPvD05s77qq8l_euyrAYo8F2sGg2OzWJ9WjHL4RszMPLdt6aUoXd2dp0S_dSJI8rtq81rOJZ8NGZZHQFPIxztn7lIfsJb6NHD4BYXV50nnAIur8F8dIns1Vi3kSaAYapIn-kyNB-ypVTP4t0m_6TSLtzrfYkyL50tCqM_4EI6aCowMS2tzWDT9EVjN9dg2GFfU1VcnIxZRdzLc98r5UZorHzvvNpWy6epk7vlJOUOa1fJpMitF04xBO9CBrrfkS7DjVunIGHn9ZVSTohQhqb_37bAoGATdvUmm8SOiwBTGipkDTYh_7sbWKATUAbC0WxIDiVm3TYQEy4WNsx5NDhMdRl_pMBKTvgUO53hzz9MkWt_pSQD2gk0zVtZaPr-xnkgpdNXAZD3zlSJTA2eQ31izv3ieWKgfNplF_TTA4Hp8uNjtAgvrt9LnUA70HJ0ZFH_hXSWHqt8ZnFRxvyU3zM6UoOzeBga5Ef4bl-sW3O2R603qNDVK53LxqsiLSBVPTiuXP-qDwwiMKuMSCeaeYOrLebcHCX8ybmaxmgIfGjYWzGlQibdCrU3rWcMiv8nWx7hJ35iqMYON1rhwJXSHliE6d49v2qQcBKOU0eNBLlYmFMrpTJtYDeN_5NoyVzBqsRZZ0TIZDI-eN-Vb0tyuF_UarDHMcC5OKdr7PjdqLVMqvsP7t1Qu5OrDs-noDgpS3DBQ7NZJ_j6uLQfCh_qK3Gu-elzMFfX9z2vRHYrLESTS9Hc5KfSetPk06WgupKy7wnEo-wOz7t6-uWbKEoE1zGGc9r0w-B-TTCXk6NQTfNDP7UmyfG6WrIZhN-z--_lXz3scZxe-gm86NUg9R_8QrV-aZntqyc8qW9HFoWEk91YbIrUCu9Mt_sU6-5RB2TKk1Tp52qlomXdgUV-dd8vZRzUvmZpPmn4CwEGnsbkh-zEdVN7pvwuMh-wQr3o_n1j2f0LhfhyNhrDGbMOy7HSSO611hewkWpEmlBQjPqRjoQ%3D%3D&xkcb=SoAd6_M3mu0UCdWBgJ0LbzkdCdPP&camk=ethIe0s0hecknALKFdBGcg%3D%3D&from=hp.jobsForYou&tk=1jjeu6ufvgop1801&jsa=8065&vjs=3&mtk=1jjeu5kvujccl800","Software Test Engineer","Easily apply","","Kelly Services","Santa Clara, CA 95054","$75 an hour","Full-time","Health insurance","Vision insurance","Dental insurance","Paid sick time","Disability insurance","Paid holidays"
"https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CnM4TERr6XuVBW3VTRACvDXDx9S3Pbn6a0SwhkmoLTiNI2ch15tovdGqxScmrPYOhPaE5gxFy6o39E0SZ3AdHOTjr3MWUt2WTYvkdvyNTvUxXewrPjQSupSHkP09_5u25qvcevsKg2qocJ2EhHUcgSrXh2VFTqHbp3sQuSkfs_cXKwb7UvEbqQixDgMXhL9pcLR-ZIzZNKtm6_Qt50XyyBKFKdNxOQVzi-QwCInaSf_EhM9lwIyMHaFhXly8OMdHdjD337Fxzp0CgYwxRM5pUvTGjlKvPTCT6z3PHYBQ4vdcA47PKlV5M6JtYdzwHFfBGs8tc8-sUd8nwzFEZS8W8Ck9RKyOR83ORVIAqqnljiWcrUIIUvscc6aG8IXkWobjs2dY4jfD1II448kwPJPetdP09F4DWWpJ6eOVgMcpbj-wSPA1aKsHhVmBRHAoFyA7d9Br4gY0eCf7S9bs-Zg1dQsQeTSu3Yne4qkWUnpPPlMQbsENlvEveG3eq4-XW51y4h8FK_zEoy1tBp_ncIl1nht_ur76M-Gv5ny0GPeY9y5iIIvuz2u0YX0vzJ-I-vaDPVL0i9oIAyHcc17e5JpcznA3keoUHTnYJYMOYB0_fGhtSL-c5imClMY-NzQHlr-s3rKJMOSwkEfDpuBljde1DUpIwVoWohKMkaASteClTMcklEJ97R_mWoAouEAK1sz2c1QqqSA-MnMEAi6Q5dIS71dEt-uLQCds7o2DLyXaVV3vRyHTkM6IQ7pyKvKkxE4hbLZw83mhZctUIXAo3P4eP3zVdzgZjuz33VrSd8XztFyzu_8bfLzTqlAmWw25BVsoLpN1NG8Tvn5aP6VhCQUbhJmA83CzGe61OQinXzqEfm7D2JO1Fjt3WGp2U4lpexE_c9ZhxtXdJImuCoaXKMXLBcz_rdiVOuJLf6McGxZI897jKRjsrKDhtwPwIUE49kGEvlj8RTU4MTj2dgGcsfg5NP&xkcb=SoBY6_M3mu0UCd2BgJ0LbzkdCdPP&camk=UoKtGZLa3XKSf7t2hZoFOg%3D%3D&from=hp.jobsForYou&tk=1jjeu6ufvgop1801&jsa=8065&vjs=3&mtk=1jjeu5kvujccl800","Frontend Developer - AI Trainer","Multiple openings","","DataAnnotation","Fremont, CA 94537","From $40 an hour","Contract","Flexible schedule","","","","",""
"https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CTZoiWrXYl9HJCh0ld2mmSBYY3WJawQfwHCBcIc1Yk0HRY74r7Rd8LxYrkWFLKtBlMP41aML9xXduxELS7DAwcad7du5WZfSYGxQt1k9pGUSACRcBUb3Tp6jCHecnZdnXYMr9sw7XL1BPmx2l9w1rXtFzNOAfG6n_zmWJ6i6CoU7-pLGGCTeLUwSa-qREkkBEZbNpCztGXQFi4RW93k2Q1dlmvT0BMUXkC5yE9p2Ot9tO-tnId4TPGWnf9CRt1dBvE8FDSla3loZTPKnyNxY0bu0maozCT3NjXDVEI2pk89Vq8qH4pAQP2IzygGoAfipobXmb0ur1yeOinPYJPbsVk3vF9aZK5Xob6wYRk7cFLncNZjfLssLRL57ue8jLA7dgtRw5bks4NEwi6jbXrbLu2et9x1ivk8aoTfnOo-sS_QbSiHQhNYYkMbvrkz7AcQFZftAc6uZdaPvloEknj_bqT3nG7NwnTXMO_tfjaU2T95tlnRWzD-QVw-Eb4E0jEKLrzC-uv5BHb-_ffEWOO_OeXlaWDoD_lE_HBcV8j_RI6teFcg5ulv1FIGVUReN9QWkEgO21lPd2rQlwRCJ9YXPYVlCQ0_uOhi67BiTjLVB5aiy-5zXV-6BuAmepLFMoeZqemXh7r4yrI4CGRVRPhcBlPXOALKeD9iH6VQx5OckXIHQDJK7vXQNsfhhdirSxx0-Jkguob_mCQ1WS_XtMUwD0F7n4_JJcUsfM6-z37_AcvDEz6a2DWywOH&xkcb=SoDW6_M3mu0UCcWBgJ0LbzkdCdPP&camk=UoKtGZLa3XLDbWCr23c9Nw%3D%3D&from=hp.jobsForYou&tk=1jjeu6ufvgop1801&jsa=8065&vjs=3&mtk=1jjeu5kvujccl800","Business Analyst","Easily apply","","Vibrant America","San Jose, CA 95134","$90,000 - $120,000 a year","Full-time","401(k)","Health insurance","Vision insurance","Dental insurance","Life insurance","Disability insurance"
"https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0C5l7Gxn5Gm0idClkv3hg7S1LFN7YZ6CJD43mhxw06NNWwKE_cDPMAfAOn6Sl5KqXVCQSeMVo4fWwLZIKECuGLFfoP9ypb8zYumAtIihOMj26HA8iWScr5X0Yv7c6U6PftcHsjnHQF-8eBDyo5IZMA6hnN8rXfQ17WghcZ-ovpB80bOIZleKmMZqAvd9275MfkUFbU1EvwYV4elToqxfPGMOn0mm7xqjnsI7wlDIYEKVXDMwB72DiTHeUF13zQ6lzj1kP-rqnZCJv1XPhqPfz-uzdIzuDTz7kVL4iH3AerPdMVX82jf3VNhzpCuAr51cPiJGrNbZvCJz2bHsnlNw2ZNSjTUNx17IHAQWEB4oDTfea1QUk7sQaf_0f_GrsfBvDAC0HSOqUKvGax_i-6vSs8VBBFl4xu_tv9tas9IdGheLVSZUMdk0S72lmB7XPelOxtKzYVBZXMJy24tr2gMQnlkVb-Nz7ACPYMQZcDkvSgfpLzmyMiCZyVzk01fgjCl80iIHWJ_8Vrw_jIIGxNCEpn1yDlVj5hn7Oqb2Ekg53ehRqj6Dcu7FRJXjA6bblCpH1Ui-A_5E_Rqnk4xpRpvcV3Pe41Dg9-oMJVud3kSZqs-0xd4r0iIIImsbGHKvdbkmSpcKKIu42RQKeUsy-I9I9w5CLRLjMIkxpRfB0yjGuA6TYGs_0v19KuWoIyz6cOsn7G1W-kr5D9fftrY94aEnT2dmVVQHHuIW5hYwNUFyK0VNSLQvE7rFZzguD-VdG_4J3KzAgiPr679KCOnBqWNmJtxdYzsKLmqPBFhAY5fcgPdoEjHeiePuz3owxQ31XTnBetQC4BAWDpoowNagNXO7mD2Ra5bn_jCv5Y849w7tzQnLEwA3dVGYledeMsW3Fjoq9cnWRiM98gSmZMrc21_RgZD&xkcb=SoDF6_M3mu0UCcWBgJ0PbzkdCdPP&camk=f416UQcMBpB4iNzsdbWTjg%3D%3D&from=hp.jobsForYou&tk=1jjeu6ufvgop1801&jsa=8065&vjs=3&mtk=1jjeu5kvujccl800","Matterport – Lead Business Analyst, Data Operations","","","CoStar Group","Sunnyvale, CA","Pay information not provided","Full-time","Tuition reimbursement","Employee stock purchase plan","Health insurance","401(k) matching","Paid time off","Vision insurance"
"https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BhWOPfPEh7-N7R6gTTficmQxdZIys3TGHCkZ2coiMOD8iaYmnmW3Q8rL--h4ULqfozlgJcJjFbq3WhC8QnJRr4X70tyJwzou784w77rXRK9jBQOIX4hkvnX9zdr6gPySLj7JcF7CfIZEn0d4A8JTKqVsAHgNB68tD91G3K4vriOy4hSiIwb2AlIXXLRwcPQtIv7uwnyBRtJ32cu3TPm6AOhvM-_xtQdWEbeslFwIPd3CJPjLTke5t5s_-JZWBkm9UBipSnM3yCdLuujiaad57YL0lP6oVwlrIgH-o_V1piYBE2uJMfV2TU4BCCgXGwLwlMjxA1owiPidqqmg1uTBtu3dt-6vbZBzKd68eJGEYOu5lnQ4pkDygopPWSw9vPCVdbn80ihK8ZzecrBiD6BmrDqtPvEShjhEPPBDSaNXn9rm8KEmu79gVqI_w4zLFzs4n3_80hRPbitZJ60TiY9JnI2CbbtYgWTRb3PM04NgODlsnnalYmFnnVn0_9jbS25-hckRZCcjVoz8BmTAfGJ38HJKj7jJ9RaSEXZPlh6R6bPBLxq14CBhw7wkEWluxFE7rgLwI37BUEWNqK2KWc0jWNz4-Z_vSS9W1yrO-in39zFQ0YpGTyd8mkkTDiVFwfsp6NNJIOuyYyPxxPMlcmLp638E3VXKXuw4PbutCsRAEQFAV4cwTDPn_cjriMX6wqS9t4q9GvgTE8yrpUkFPME5vud-V-3oUZXod2yxMbNZtfQXBJO8-7UA3_8Erz2rEyUoxbn15xbMiFu6hc-WvuxAtU7d0-UgNAhnfJu_2pDSCw9KqDQSfHy2g6tiWOg1ar1V4%3D&xkcb=SoAO6_M3mu0UCc2BgJ0IbzkdCdPP&camk=UoKtGZLa3XI3Aplg5e2E9A%3D%3D&from=hp.jobsForYou&tk=1jjeu6ufvgop1801&jsa=8065&vjs=3&mtk=1jjeu5kvujccl800","AI Engineer","","","Zoom","Hybrid remote in San Jose, CA 95113","$177,100 - $387,500 a year","Full-time","Professional development assistance","Parental leave","401(k)","Health insurance","Paid time off","Employee discount"
"https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Ds5ERUD1DoWC1aO2qV43pla-I33DCg_QFnafu9QJwXtMiRD4WjN7mollnqSh3iMG7dsH3TcF1gGHPvqPzircWS8RDUBtcJSmrmjBHl43GmPtMEA7nkkOcTOhK-uCGB-9JbY2JZ8uR9jUnizh37vkhsEQl4qIc-BUi4cgfM-xoAABpI8qBjXQOIbNDAoDTL3gj9PpyROC7jk1HYOfW3fJ4R1EafWdRsvq4jQ8JYZT_93mqmBm9gUWTBZyY0QD0BfNixa6n9tnlK_DpGsP_Uy_wStCGDafw4A2evOYiEaJZPqSp0m8HbPXfuLzPInn0sSCDIg97FB-Ky_PdD9njqQlcPGmr30mVjnoVEX29XRcXymA7ZlbGLaaa_TBhvzwWPYynwJVfWlOClzzKXMzG5qi-7ysbnrZNn4R5OYbJqsbmhcKU-PKtvyUKYzJN1o0OoqAa6eqbq9UZXcPdk9dXptr6GvVLHIO0AIonDBwZ1dN08Su873dahwOfr_hw_-fzD34HOP9Kj-VJdih6tOLvnz-sf0aJYEza2GgpFflCtf6f_ZuCFnhUvM6yP2BXCyeBBeOV5_bkpBLj74H08SZqW5HjNnL65_TPJbrTFqlewrGvgtKxZ42cou9YxQZE9Q3bNUaG5fANy94pUWQcCiR5-88tX_oZtQ8SH7UKDg4xdBjT2RSO5a6ptjHU1uiRWTK5CrpkAs0f2WvMU6pLTJXSPEdMD-tJoW0zj1Nzn1al5CQ5dN_fWxq_afgghaXP5C6adQTCBmtbEDaFIHkAFbRVavWG-9m3KrtqQtYT9xLjFUD0z6LByXsR0uI6y1ytV-tsXFJpyqJ8bkprjzqaXkTiIAp7k2LXAhUIeq56ILSxy3QxreE124aoqIHpiyev9yNW7qBduCMxjE8VhgYboUtbpKdhIn1BofOuhaY0-PwntNcHIHpVLWJLGF63STWQktwjFA0XTdIzxGiPdTLvYR03MWlrSXKOX5qxlNCMBptEJl7q5QOObrG0Y0Si4vEoJR-78OUgbp2GzKdrtgkQvI6WuRc_08D2QkjV7XydMqTccRYfFgiJnzMEgiNs6ECaD2_4HaqaAwfQwHQ5phhg1EFPBXvoFjhcOjXfkqbjFrtTPTWV8WXl8Zn3tihXWfIUgcePZgVe77jNWuHC7KbuJB8zDhw3sYR6OicMqv-tBJT45taka4jYb5gqEGgFVyoYpyi26mqVozHiE65iO2zK2IG0L3Yl4imiawvjQ_zcX0oZYvIv9ppec3YT13DQggCAvoKm_399H_QMi_LBYS5Da_pEAckAR_geW_IddQqepxgGHwIudw0skZ9SB9ZfUwdz8I8W-7LV7VWHeNN0PMeffB2CBYctHlEVvzz7ZYhgRO3J0K2R0q6u5LfAWJcSlgkA8QVkyES76uIU5RXHS5C2LV21szww9SS8zuEPiSdGtdVHmR_ztk7x9LXBVaY6UZ7DJuSS_QxuKWPx5Ka_S_xhcSwfK2p-H8oVJc32OkDw%3D&xkcb=SoB-6_M3mu0UCfWBgJ0KbzkdCdPP&camk=UoKtGZLa3XKopBSsvH76qQ%3D%3D&from=hp.jobsForYou&tk=1jjeu6ufvgop1801&jsa=8065&vjs=3&mtk=1jjeu5kvujccl800","Software Engineer 1","New","","Uptime Crew","Loyola, CA","From $110,000 a year","Full-time","Tuition reimbursement","Employee stock purchase plan","Health insurance","401(k) matching","Paid time off","Vision insurance"
